Date,Midnight population,24-hour population,Book-ins,Book-outs,N,N2,BI,BO
2020-12-09,16196.0,16527.0,304.0,331.0,16416,15958,478,458
2020-12-10,16173.0,16500.0,304.0,327.0,16410,15960,452,450
2020-12-11,16150.0,16487.0,314.0,338.0,16433,15827,473,606
2020-12-12,16132.0,16456.0,307.0,324.0,15968,15856,141,112
2020-12-13,16130.0,16430.0,298.0,300.0,16018,15993,162,25
2020-12-14,16126.0,16434.0,304.0,307.0,16313,16005,320,308
2020-12-15,16117.0,16441.0,315.0,325.0,16445,15885,440,560
2020-12-16,16102.0,16431.0,314.0,329.0,16260,15870,375,390
2020-12-17,16086.0,16415.0,313.0,328.0,16249,15789,379,460
2020-12-18,16065.0,16401.0,315.0,336.0,16198,15561,409,637
2020-12-19,16049.0,16374.0,309.0,325.0,15814,15741,253,73
2020-12-20,16039.0,16349.0,299.0,309.0,15871,15853,130,18
2020-12-21,16026.0,16344.0,305.0,319.0,16159,15811,306,348
2020-12-22,16001.0,16338.0,312.0,336.0,16126,15579,315,547
2020-12-23,15979.0,16320.0,318.0,341.0,16148,15654,569,494
2020-12-24,15955.0,16294.0,315.0,339.0,15888,15551,234,337
2020-12-25,15934.0,16261.0,305.0,327.0,15678,15654,127,24
2020-12-26,15914.0,16239.0,305.0,325.0,15751,15734,97,17
2020-12-27,15905.0,16211.0,297.0,306.0,15803,15788,69,15
2020-12-28,15893.0,16206.0,301.0,313.0,16041,15786,253,255
2020-12-29,15874.0,16201.0,308.0,328.0,16100,15624,314,476
2020-12-30,15852.0,16181.0,307.0,329.0,15907,15513,283,394
2020-12-31,15832.0,16154.0,302.0,322.0,15778,15521,265,257
2021-01-01,15814.0,16123.0,292.0,309.0,15637,15603,116,34
2021-01-02,15801.0,16099.0,285.0,298.0,15768,15736,165,32
2021-01-03,15794.0,16074.0,273.0,280.0,15831,15767,95,64
2021-01-04,15784.0,16071.0,277.0,288.0,16069,15697,302,372
2021-01-05,15765.0,16068.0,285.0,303.0,16060,15578,363,482
2021-01-06,15740.0,16053.0,287.0,313.0,15929,15362,351,567
2021-01-07,15721.0,16027.0,287.0,306.0,15740,15364,378,376
2021-01-08,15687.0,16006.0,285.0,319.0,15781,14942,417,839
2021-01-09,15656.0,15963.0,276.0,307.0,15126,15026,184,100
2021-01-10,15632.0,15920.0,264.0,288.0,15136,15111,110,25
2021-01-11,15605.0,15901.0,269.0,296.0,15401,15040,290,361
2021-01-12,15569.0,15880.0,275.0,311.0,15394,14912,354,482
2021-01-13,15528.0,15845.0,277.0,317.0,15272,14794,360,478
2021-01-14,15491.0,15803.0,275.0,312.0,15180,14760,386,420
2021-01-15,15444.0,15768.0,278.0,324.0,15213,14476,453,737
2021-01-16,15401.0,15714.0,270.0,313.0,14620,14498,144,122
2021-01-17,15368.0,15663.0,262.0,295.0,14663,14566,165,97
2021-01-18,15329.0,15626.0,258.0,298.0,14725,14560,159,165
2021-01-19,15278.0,15593.0,265.0,315.0,14880,14343,320,537
2021-01-20,15227.0,15547.0,268.0,319.0,14756,14279,413,477
2021-01-21,15182.0,15498.0,271.0,316.0,14678,14225,399,453
2021-01-22,15139.0,15449.0,266.0,310.0,14654,14355,429,299
2021-01-23,15103.0,15404.0,266.0,301.0,14560,14479,205,81
2021-01-24,15068.0,15369.0,266.0,301.0,14617,14594,138,23
2021-01-25,15030.0,15340.0,272.0,309.0,14875,14616,281,259
2021-01-26,14996.0,15315.0,285.0,320.0,15069,14746,453,323
2021-01-27,14968.0,15288.0,293.0,321.0,15232,14940,486,292
2021-01-28,14942.0,15263.0,296.0,322.0,15346,14846,406,500
2021-01-29,14903.0,15244.0,302.0,341.0,15326,14352,480,974
2021-01-30,14868.0,15204.0,301.0,336.0,14580,14459,228,121
2021-01-31,14833.0,15170.0,302.0,337.0,14620,14556,161,64
2021-02-01,14790.0,15140.0,307.0,350.0,14865,14468,309,397
2021-02-02,14740.0,15106.0,316.0,366.0,14816,14266,348,550
2021-02-03,14689.0,15062.0,321.0,372.0,14739,14167,473,572
2021-02-04,14634.0,15011.0,322.0,377.0,14542,13910,375,632
2021-02-05,14570.0,14952.0,318.0,381.0,14139,13454,229,685
2021-02-06,14513.0,14884.0,314.0,372.0,13728,13640,274,88
2021-02-07,14473.0,14817.0,305.0,345.0,13767,13742,127,25
2021-02-08,14429.0,14779.0,307.0,351.0,13990,13712,248,278
2021-02-09,14383.0,14742.0,313.0,359.0,14010,13721,298,289
2021-02-10,14336.0,14695.0,312.0,358.0,13993,13658,272,335
2021-02-11,14290.0,14648.0,312.0,358.0,13992,13510,334,482
2021-02-12,14246.0,14602.0,312.0,356.0,13887,13481,377,406
2021-02-13,14203.0,14552.0,306.0,350.0,13689,13466,208,223
2021-02-14,14175.0,14502.0,299.0,327.0,13695,13629,229,66
2021-02-15,14150.0,14476.0,301.0,326.0,13845,13771,216,74
2021-02-16,14127.0,14455.0,305.0,328.0,14036,13865,265,171
2021-02-17,14106.0,14433.0,306.0,327.0,14076,13937,211,139
2021-02-18,14091.0,14407.0,301.0,317.0,14093,13873,156,220
2021-02-19,14075.0,14387.0,296.0,312.0,14147,13814,274,333
2021-02-20,14066.0,14365.0,290.0,299.0,14010,13946,196,64
2021-02-21,14058.0,14350.0,284.0,292.0,14209,14128,263,81
2021-02-22,14049.0,14348.0,290.0,300.0,14521,14193,393,328
2021-02-23,14030.0,14348.0,299.0,318.0,14595,14028,402,567
2021-02-24,14007.0,14331.0,301.0,324.0,14379,13927,351,452
2021-02-25,13974.0,14304.0,297.0,329.0,14243,13776,316,467
2021-02-26,13931.0,14270.0,295.0,338.0,14213,13647,437,566
2021-02-27,13889.0,14219.0,288.0,330.0,13834,13583,187,251
2021-02-28,13868.0,14169.0,280.0,301.0,13820,13728,237,92
2021-03-01,13850.0,14156.0,287.0,306.0,14176,13892,448,284
2021-03-02,13821.0,14143.0,293.0,321.0,14229,13709,337,520
2021-03-03,13793.0,14117.0,296.0,324.0,14094,13614,385,480
2021-03-04,13770.0,14088.0,295.0,318.0,13952,13582,338,370
2021-03-05,13741.0,14066.0,296.0,325.0,14074,13282,492,792
2021-03-06,13724.0,14035.0,295.0,312.0,13628,13404,346,224
2021-03-07,13730.0,14024.0,300.0,294.0,13791,13643,387,148
2021-03-08,13740.0,14043.0,313.0,303.0,14301,13940,658,361
2021-03-09,13743.0,14067.0,327.0,324.0,14486,13841,546,645
2021-03-10,13744.0,14081.0,337.0,336.0,14400,13736,559,664
2021-03-11,13751.0,14097.0,352.0,346.0,14488,13923,752,565
2021-03-12,13757.0,14113.0,362.0,356.0,14485,13828,562,657
2021-03-13,13776.0,14126.0,370.0,351.0,14396,14083,568,313
2021-03-14,13808.0,14152.0,376.0,344.0,14651,14441,568,210
2021-03-15,13844.0,14195.0,388.0,351.0,14994,14563,553,431
2021-03-16,13872.0,14244.0,399.0,371.0,15141,14473,578,668
2021-03-17,13892.0,14286.0,414.0,394.0,15118,14368,645,750
2021-03-18,13901.0,14316.0,423.0,415.0,14924,14119,556,805
2021-03-19,13900.0,14334.0,433.0,434.0,14631,13916,512,715
2021-03-20,13903.0,14341.0,441.0,438.0,14295,13966,379,329
2021-03-21,13916.0,14350.0,446.0,433.0,14410,14209,444,201
2021-03-22,13926.0,14375.0,459.0,449.0,14769,14236,560,533
2021-03-23,13932.0,14398.0,472.0,466.0,14908,14314,672,594
2021-03-24,13930.0,14409.0,477.0,480.0,14857,14124,543,733
2021-03-25,13931.0,14414.0,485.0,483.0,14747,14074,623,673
2021-03-26,13931.0,14426.0,494.0,495.0,14710,13911,636,799
2021-03-27,13939.0,14427.0,497.0,489.0,14301,14013,390,288
2021-03-28,13956.0,14436.0,497.0,480.0,14458,14165,445,293
2021-03-29,13975.0,14463.0,507.0,488.0,14654,14153,489,501
2021-03-30,13989.0,14494.0,519.0,505.0,14746,14152,593,594
2021-03-31,14000.0,14514.0,525.0,515.0,14796,14209,644,587
2021-04-01,14017.0,14534.0,534.0,518.0,14816,14214,607,602
2021-04-02,14037.0,14559.0,542.0,521.0,14831,14234,617,597
2021-04-03,14066.0,14585.0,548.0,519.0,14753,14455,519,298
2021-04-04,14109.0,14612.0,545.0,503.0,14868,14554,413,314
2021-04-05,14158.0,14668.0,560.0,511.0,15321,14870,767,451
2021-04-06,14204.0,14731.0,574.0,527.0,15688,15038,818,650
2021-04-07,14246.0,14787.0,583.0,541.0,15968,15207,930,761
2021-04-08,14295.0,14837.0,591.0,542.0,15982,15289,775,693
2021-04-09,14340.0,14894.0,600.0,554.0,16117,15105,828,1012
2021-04-10,14384.0,14930.0,590.0,546.0,15568,15234,463,334
2021-04-11,14435.0,14969.0,585.0,534.0,15640,15354,406,286
2021-04-12,14481.0,15022.0,588.0,542.0,16011,15463,657,548
2021-04-13,14511.0,15068.0,588.0,557.0,16032,15359,569,673
2021-04-14,14531.0,15100.0,589.0,569.0,15943,15142,584,801
2021-04-15,14554.0,15125.0,594.0,571.0,15884,15170,742,714
2021-04-16,14567.0,15146.0,592.0,579.0,15745,14768,575,977
2021-04-17,14600.0,15164.0,597.0,564.0,15479,15100,711,379
2021-04-18,14649.0,15198.0,598.0,548.0,15628,15397,528,231
2021-04-19,14706.0,15262.0,612.0,556.0,16221,15673,824,548
2021-04-20,14757.0,15329.0,623.0,573.0,16442,15724,769,718
2021-04-21,14808.0,15388.0,632.0,580.0,16539,15777,815,762
2021-04-22,14859.0,15437.0,629.0,579.0,16379,15836,602,543
2021-04-23,14916.0,15498.0,639.0,582.0,16669,15835,833,834
2021-04-24,14974.0,15543.0,627.0,569.0,16104,15818,269,286
2021-04-25,15052.0,15599.0,625.0,547.0,16374,16247,556,127
2021-04-26,15128.0,15679.0,627.0,551.0,16705,16291,458,414
2021-04-27,15201.0,15759.0,632.0,559.0,16878,16352,587,526
2021-04-28,15280.0,15841.0,640.0,561.0,17099,16538,747,561
2021-04-29,15364.0,15928.0,648.0,564.0,17361,16663,823,698
2021-04-30,15454.0,16015.0,651.0,561.0,17413,16909,750,504
2021-05-01,15553.0,16105.0,652.0,552.0,17522,17198,613,324
2021-05-02,15664.0,16204.0,650.0,540.0,17780,17541,582,239
2021-05-03,15778.0,16321.0,658.0,543.0,18282,17901,741,381
2021-05-04,15907.0,16458.0,680.0,551.0,18969,18413,1068,556
2021-05-05,16026.0,16585.0,678.0,559.0,19134,18440,721,694
2021-05-06,16154.0,16712.0,686.0,558.0,19506,18879,1066,627
2021-05-07,16283.0,16845.0,691.0,561.0,19936,19088,1057,848
2021-05-08,16418.0,16970.0,687.0,553.0,19750,19311,662,439
2021-05-09,16569.0,17095.0,677.0,526.0,19847,19636,536,211
2021-05-10,16732.0,17262.0,693.0,530.0,20583,20142,947,441
2021-05-11,16907.0,17448.0,716.0,541.0,21229,20590,1087,639
2021-05-12,17077.0,17625.0,718.0,548.0,21312,20563,722,749
2021-05-13,17248.0,17800.0,724.0,552.0,21301,20508,738,793
2021-05-14,17434.0,17987.0,739.0,553.0,21548,20727,1040,821
2021-05-15,17624.0,18166.0,732.0,542.0,21257,20868,530,389
2021-05-16,17836.0,18355.0,730.0,518.0,21393,21125,525,268
2021-05-17,18046.0,18567.0,731.0,522.0,21855,21376,730,479
2021-05-18,18244.0,18781.0,735.0,536.0,22028,21358,652,670
2021-05-19,18435.0,18975.0,731.0,540.0,22059,21392,701,667
2021-05-20,18625.0,19165.0,730.0,540.0,22130,21418,738,712
2021-05-21,18822.0,19366.0,742.0,544.0,22585,21697,1167,888
2021-05-22,19024.0,19560.0,738.0,536.0,22192,21904,495,288
2021-05-23,19238.0,19755.0,730.0,516.0,22508,22257,604,251
2021-05-24,19460.0,19986.0,748.0,527.0,23057,22465,800,592
2021-05-25,19676.0,20222.0,763.0,546.0,23454,22742,989,712
2021-05-26,19905.0,20461.0,785.0,556.0,23867,23139,1125,728
2021-05-27,20135.0,20699.0,795.0,565.0,24025,23252,886,773
2021-05-28,20355.0,20936.0,801.0,581.0,24197,23136,945,1061
2021-05-29,20574.0,21145.0,790.0,571.0,23627,23235,491,392
2021-05-30,20798.0,21361.0,788.0,563.0,23905,23645,670,260
2021-05-31,21023.0,21584.0,786.0,562.0,24209,23930,564,279
2021-06-01,21240.0,21822.0,799.0,581.0,24904,24073,974,831
2021-06-02,21443.0,22043.0,802.0,599.0,24909,23991,836,918
2021-06-03,21639.0,22250.0,806.0,610.0,25181,24289,1190,892
2021-06-04,21850.0,22467.0,828.0,616.0,25647,24774,1358,873
2021-06-05,22053.0,22667.0,817.0,614.0,25517,24970,743,547
2021-06-06,22260.0,22857.0,804.0,597.0,25638,25287,668,351
2021-06-07,22463.0,23070.0,810.0,607.0,26135,25398,848,737
2021-06-08,22670.0,23302.0,839.0,632.0,26807,25850,1409,957
2021-06-09,22845.0,23511.0,841.0,666.0,26860,25397,1010,1463
2021-06-10,23003.0,23685.0,840.0,682.0,26454,25323,1057,1131
2021-06-11,23164.0,23863.0,860.0,700.0,26652,25381,1329,1271
2021-06-12,23338.0,24030.0,866.0,692.0,26302,25731,921,571
2021-06-13,23515.0,24194.0,856.0,678.0,26452,26059,721,393
2021-06-14,23700.0,24390.0,874.0,690.0,27147,26401,1088,746
2021-06-15,23876.0,24593.0,893.0,716.0,27485,26423,1084,1062
2021-06-16,24047.0,24783.0,907.0,736.0,27563,26490,1140,1073
2021-06-17,24220.0,24967.0,920.0,747.0,27542,26561,1052,981
2021-06-18,24380.0,25142.0,921.0,762.0,27300,26188,739,1112
2021-06-19,24554.0,25302.0,922.0,749.0,26943,26618,755,325
2021-06-20,24727.0,25457.0,904.0,730.0,27233,26909,615,324
2021-06-21,24900.0,25641.0,914.0,741.0,27721,27099,812,622
2021-06-22,25068.0,25837.0,936.0,769.0,28363,27283,1264,1080
2021-06-23,25221.0,26003.0,935.0,782.0,28051,27050,768,1001
2021-06-24,25364.0,26159.0,938.0,795.0,28127,27028,1077,1099
2021-06-25,25491.0,26299.0,935.0,807.0,28062,26963,1034,1099
2021-06-26,25616.0,26412.0,921.0,796.0,27420,26995,457,425
2021-06-27,25766.0,26537.0,921.0,770.0,27948,27648,953,300
2021-06-28,25921.0,26703.0,937.0,782.0,28615,27882,967,733
2021-06-29,26057.0,26868.0,947.0,811.0,28854,27714,972,1140
2021-06-30,26167.0,27005.0,948.0,838.0,28309,27236,595,1073
2021-07-01,26270.0,27116.0,949.0,846.0,28238,27152,1002,1086
2021-07-02,26372.0,27225.0,956.0,853.0,28195,27075,1043,1120
2021-07-03,26472.0,27310.0,937.0,837.0,27705,27281,630,424
2021-07-04,26574.0,27391.0,919.0,817.0,28100,27836,819,264
2021-07-05,26678.0,27488.0,914.0,810.0,28433,28081,597,352
2021-07-06,26779.0,27604.0,926.0,825.0,29117,28327,1036,790
2021-07-07,26865.0,27702.0,922.0,837.0,29056,27961,729,1095
2021-07-08,26932.0,27774.0,909.0,841.0,28965,27880,1004,1085
2021-07-09,27008.0,27840.0,908.0,832.0,28861,27663,981,1198
2021-07-10,27092.0,27902.0,894.0,810.0,28307,27843,644,464
2021-07-11,27182.0,27965.0,873.0,783.0,28529,28069,686,460
2021-07-12,27255.0,28059.0,878.0,804.0,29132,27935,1063,1197
2021-07-13,27312.0,28151.0,896.0,840.0,29223,27764,1288,1459
2021-07-14,27347.0,28208.0,896.0,860.0,28829,27460,1065,1369
2021-07-15,27378.0,28247.0,900.0,870.0,28674,27335,1214,1339
2021-07-16,27387.0,28273.0,896.0,886.0,28352,26787,1017,1565
2021-07-17,27401.0,28283.0,895.0,882.0,27825,26962,1038,863
2021-07-18,27436.0,28301.0,900.0,864.0,27839,27257,877,582
2021-07-19,27460.0,28348.0,912.0,888.0,28357,27332,1100,1025
2021-07-20,27460.0,28380.0,920.0,920.0,28193,26909,861,1284
2021-07-21,27446.0,28387.0,927.0,941.0,27945,26672,1036,1273
2021-07-22,27408.0,28360.0,914.0,952.0,27533,26145,861,1388
2021-07-23,27354.0,28321.0,912.0,966.0,26874,25435,729,1439
2021-07-24,27304.0,28250.0,896.0,946.0,26011,25517,576,494
2021-07-25,27264.0,28183.0,880.0,920.0,26065,25753,548,312
2021-07-26,27224.0,28155.0,891.0,930.0,26555,25818,802,737
2021-07-27,27175.0,28129.0,905.0,954.0,27177,26179,1359,998
2021-07-28,27113.0,28077.0,902.0,964.0,27060,26023,881,1037
2021-07-29,27058.0,28023.0,909.0,965.0,27225,26056,1202,1169
2021-07-30,27009.0,27980.0,922.0,971.0,27037,25767,981,1270
2021-07-31,26957.0,27913.0,904.0,956.0,26208,25589,441,619
2021-08-01,26917.0,27847.0,890.0,930.0,26228,25886,639,342
2021-08-02,26881.0,27823.0,906.0,942.0,26990,26187,1104,803
2021-08-03,26818.0,27800.0,919.0,982.0,27410,25948,1223,1462
2021-08-04,26729.0,27747.0,929.0,1018.0,26823,25415,875,1408
2021-08-05,26632.0,27669.0,940.0,1037.0,26778,25408,1363,1370
2021-08-06,26546.0,27595.0,963.0,1049.0,26831,25384,1423,1447
2021-08-07,26466.0,27502.0,956.0,1035.0,26175,25489,791,686
2021-08-08,26409.0,27416.0,950.0,1007.0,26304,25955,815,349
2021-08-09,26349.0,27377.0,967.0,1027.0,27116,26048,1161,1068
2021-08-10,26274.0,27334.0,984.0,1060.0,27245,25792,1197,1453
2021-08-11,26197.0,27267.0,993.0,1070.0,27119,25624,1327,1495
2021-08-12,26113.0,27188.0,991.0,1075.0,26855,25265,1231,1590
2021-08-13,26044.0,27120.0,1007.0,1076.0,26799,25387,1534,1412
2021-08-14,25984.0,27045.0,1001.0,1061.0,26425,25529,1038,896
2021-08-15,25957.0,26981.0,997.0,1025.0,26435,25967,906,468
2021-08-16,25915.0,26946.0,989.0,1031.0,26765,25715,798,1050
2021-08-17,25868.0,26926.0,1011.0,1058.0,27248,25849,1533,1399
2021-08-18,25807.0,26873.0,1005.0,1066.0,26754,25490,905,1264
2021-08-19,25758.0,26830.0,1023.0,1072.0,26911,25434,1421,1477
2021-08-20,25692.0,26781.0,1023.0,1088.0,26461,24720,1027,1741
2021-08-21,25644.0,26715.0,1023.0,1071.0,25566,24704,846,862
2021-08-22,25626.0,26668.0,1024.0,1042.0,25463,24887,759,576
2021-08-23,25599.0,26661.0,1035.0,1063.0,25816,24691,929,1125
2021-08-24,25550.0,26650.0,1051.0,1099.0,25710,24309,1019,1401
2021-08-25,25491.0,26614.0,1063.0,1123.0,25474,24035,1165,1439
2021-08-26,25404.0,26546.0,1055.0,1142.0,25141,23563,1106,1578
2021-08-27,25304.0,26460.0,1056.0,1155.0,24480,23036,917,1444
2021-08-28,25214.0,26352.0,1047.0,1138.0,23982,23350,946,632
2021-08-29,25142.0,26254.0,1040.0,1112.0,24109,23606,759,503
2021-08-30,25090.0,26208.0,1066.0,1118.0,24828,24024,1222,804
2021-08-31,25025.0,26173.0,1084.0,1149.0,25190,23931,1166,1259
2021-09-01,24941.0,26109.0,1084.0,1168.0,25062,23669,1131,1393
2021-09-02,24858.0,26026.0,1085.0,1167.0,24906,23475,1237,1431
2021-09-03,24782.0,25948.0,1090.0,1166.0,24493,23118,1018,1375
2021-09-04,24708.0,25857.0,1075.0,1148.0,24037,23204,919,833
2021-09-05,24639.0,25759.0,1051.0,1120.0,23912,23311,708,601
2021-09-06,24567.0,25687.0,1047.0,1120.0,23992,23319,681,673
2021-09-07,24465.0,25617.0,1050.0,1151.0,24205,22904,886,1301
2021-09-08,24348.0,25507.0,1042.0,1159.0,23822,22519,918,1303
2021-09-09,24231.0,25393.0,1046.0,1163.0,23841,22281,1322,1560
2021-09-10,24105.0,25265.0,1034.0,1160.0,23266,21855,985,1411
2021-09-11,23998.0,25131.0,1026.0,1132.0,22828,22064,973,764
2021-09-12,23897.0,24999.0,1001.0,1102.0,22850,22358,786,492
2021-09-13,23794.0,24897.0,1000.0,1103.0,23376,22433,1018,943
2021-09-14,23674.0,24804.0,1010.0,1130.0,23631,22376,1198,1255
2021-09-15,23555.0,24694.0,1019.0,1139.0,23457,22129,1081,1328
2021-09-16,23437.0,24574.0,1019.0,1137.0,23664,22329,1535,1335
2021-09-17,23325.0,24468.0,1031.0,1143.0,23575,22120,1246,1455
2021-09-18,23222.0,24344.0,1019.0,1122.0,23192,22354,1072,838
2021-09-19,23153.0,24237.0,1014.0,1084.0,23237,22643,883,594
2021-09-20,23116.0,24196.0,1043.0,1081.0,24349,23578,1706,771
2021-09-21,23069.0,24182.0,1067.0,1114.0,25050,23484,1472,1566
2021-09-22,23042.0,24159.0,1090.0,1117.0,25117,23896,1633,1221
2021-09-23,23033.0,24149.0,1107.0,1116.0,25405,24013,1509,1392
2021-09-24,23020.0,24136.0,1103.0,1116.0,25075,23657,1062,1418
2021-09-25,23023.0,24111.0,1091.0,1087.0,24389,23665,732,724
2021-09-26,23045.0,24096.0,1072.0,1051.0,24027,23675,362,352
2021-09-27,23047.0,24110.0,1066.0,1064.0,24430,23416,755,1014
2021-09-28,23022.0,24111.0,1065.0,1089.0,24137,22872,721,1265
2021-09-29,22971.0,24074.0,1052.0,1104.0,23717,22468,845,1249
2021-09-30,22901.0,24018.0,1047.0,1117.0,23494,21838,1026,1656
2021-10-01,22827.0,23946.0,1046.0,1119.0,22919,21470,1081,1449
2021-10-02,22757.0,23860.0,1033.0,1103.0,22326,21362,856,964
2021-10-03,22711.0,23779.0,1022.0,1068.0,22048,21726,686,322
2021-10-04,22683.0,23749.0,1038.0,1066.0,23133,22384,1407,749
2021-10-05,22649.0,23736.0,1053.0,1087.0,23536,22286,1152,1250
2021-10-06,22621.0,23722.0,1073.0,1101.0,23554,22461,1268,1093
2021-10-07,22596.0,23700.0,1080.0,1104.0,23565,22168,1104,1397
2021-10-08,22585.0,23683.0,1087.0,1098.0,23303,22195,1135,1108
2021-10-09,22583.0,23654.0,1068.0,1070.0,22957,22225,762,732
2021-10-10,22611.0,23644.0,1061.0,1034.0,22992,22674,767,318
2021-10-11,22639.0,23660.0,1049.0,1021.0,23295,22901,621,394
2021-10-12,22656.0,23685.0,1047.0,1030.0,23608,22874,707,734
2021-10-13,22664.0,23694.0,1039.0,1031.0,23652,22669,778,983
2021-10-14,22666.0,23694.0,1030.0,1028.0,23613,22444,944,1169
2021-10-15,22669.0,23696.0,1030.0,1027.0,23521,22213,1077,1308
2021-10-16,22668.0,23675.0,1006.0,1006.0,23020,22321,807,699
2021-10-17,22675.0,23644.0,976.0,969.0,22672,22320,351,352
2021-10-18,22678.0,23643.0,968.0,964.0,23138,22457,818,681
2021-10-19,22674.0,23653.0,975.0,979.0,23551,22511,1094,1040
2021-10-20,22644.0,23633.0,958.0,988.0,23733,22686,1222,1047
2021-10-21,22623.0,23589.0,945.0,966.0,23745,22846,1059,899
2021-10-22,22576.0,23542.0,919.0,966.0,23716,22493,870,1223
2021-10-23,22535.0,23471.0,895.0,936.0,23271,22776,778,495
2021-10-24,22520.0,23421.0,886.0,901.0,23564,23201,788,363
2021-10-25,22525.0,23424.0,904.0,899.0,24483,23828,1282,655
2021-10-26,22528.0,23449.0,923.0,921.0,24769,23745,941,1024
2021-10-27,22531.0,23457.0,930.0,926.0,24688,23528,943,1160
2021-10-28,22552.0,23474.0,942.0,922.0,24631,23483,1103,1148
2021-10-29,22589.0,23505.0,953.0,916.0,24658,23577,1175,1081
2021-10-30,22647.0,23528.0,940.0,882.0,24189,23572,612,617
2021-10-31,22725.0,23570.0,924.0,845.0,24173,23836,601,337
2021-11-01,22812.0,23644.0,919.0,832.0,24548,23956,712,592
2021-11-02,22890.0,23747.0,935.0,857.0,25122,24074,1166,1048
2021-11-03,22937.0,23810.0,920.0,873.0,25042,23798,968,1244
2021-11-04,22983.0,23859.0,922.0,876.0,25010,23665,1212,1345
2021-11-05,23013.0,23904.0,921.0,891.0,24896,23361,1231,1535
2021-11-06,23059.0,23926.0,912.0,867.0,24206,23527,845,679
2021-11-07,23115.0,23958.0,899.0,842.0,24262,23894,735,368
2021-11-08,23184.0,24023.0,908.0,840.0,24925,24276,1031,649
2021-11-09,23240.0,24105.0,921.0,865.0,25441,24373,1165,1068
2021-11-10,23295.0,24183.0,942.0,888.0,25633,24532,1260,1101
2021-11-11,23349.0,24243.0,948.0,894.0,25414,24514,882,900
2021-11-12,23396.0,24304.0,955.0,908.0,25489,24074,975,1415
2021-11-13,23456.0,24352.0,956.0,895.0,25044,24257,970,787
2021-11-14,23524.0,24398.0,941.0,873.0,24897,24247,640,650
2021-11-15,23600.0,24477.0,952.0,877.0,25390,24580,1143,810
2021-11-16,23674.0,24586.0,986.0,912.0,25951,24547,1371,1404
2021-11-17,23728.0,24676.0,1002.0,947.0,25835,24096,1288,1739
2021-11-18,23753.0,24733.0,1004.0,980.0,25257,23240,1161,2017
2021-11-19,23749.0,24752.0,999.0,1003.0,24315,22587,1075,1728
2021-11-20,23729.0,24739.0,989.0,1010.0,23344,22223,757,1121
2021-11-21,23724.0,24712.0,983.0,988.0,22898,22343,675,555
2021-11-22,23695.0,24714.0,990.0,1019.0,23334,21902,991,1432
2021-11-23,23630.0,24685.0,991.0,1055.0,22710,21274,808,1436
2021-11-24,23547.0,24625.0,995.0,1078.0,22679,21331,1405,1348
2021-11-25,23473.0,24538.0,991.0,1064.0,22152,21533,821,619
2021-11-26,23406.0,24461.0,988.0,1055.0,22393,21510,860,883
2021-11-27,23348.0,24388.0,982.0,1040.0,22422,21745,912,677
2021-11-28,23300.0,24313.0,965.0,1014.0,22427,22122,682,305
2021-11-29,23261.0,24288.0,988.0,1027.0,23423,22415,1301,1008
2021-11-30,23210.0,24273.0,1012.0,1062.0,23726,22316,1311,1410
2021-12-01,23152.0,24243.0,1032.0,1091.0,23640,22192,1324,1448
2021-12-02,23082.0,24194.0,1043.0,1112.0,23674,21991,1482,1683
2021-12-03,23022.0,24139.0,1057.0,1117.0,23382,21978,1391,1404
2021-12-04,22958.0,24054.0,1032.0,1096.0,22455,21765,477,690
2021-12-05,22922.0,23982.0,1024.0,1060.0,22748,22274,983,474
2021-12-06,22890.0,23960.0,1038.0,1069.0,23533,22579,1259,954
2021-12-07,22837.0,23946.0,1056.0,1109.0,23857,22292,1278,1565
2021-12-08,22770.0,23911.0,1074.0,1141.0,23877,22268,1585,1609
2021-12-09,22683.0,23841.0,1071.0,1158.0,23331,21764,1063,1567
2021-12-10,22576.0,23752.0,1069.0,1175.0,22950,21333,1186,1617
2021-12-11,22468.0,23637.0,1061.0,1169.0,21982,21258,649,724
2021-12-12,22389.0,23521.0,1053.0,1133.0,22014,21696,756,318
2021-12-13,22312.0,23447.0,1059.0,1136.0,22818,21946,1122,872
2021-12-14,22223.0,23378.0,1067.0,1155.0,22834,21589,888,1245
2021-12-15,22115.0,23292.0,1070.0,1177.0,22814,21348,1225,1466
2021-12-16,22000.0,23180.0,1064.0,1179.0,22563,21100,1215,1463
2021-12-17,21894.0,23064.0,1063.0,1170.0,22355,20908,1255,1447
2021-12-18,21810.0,22939.0,1044.0,1129.0,21506,20714,598,792
2021-12-19,21753.0,22838.0,1028.0,1085.0,21304,20895,590,409
2021-12-20,21706.0,22788.0,1034.0,1081.0,21827,20805,932,1022
2021-12-21,21646.0,22758.0,1052.0,1112.0,22013,20537,1208,1476
2021-12-22,21590.0,22701.0,1055.0,1110.0,21619,20235,1082,1384
2021-12-23,21555.0,22661.0,1070.0,1106.0,21509,20217,1274,1292
2021-12-24,21530.0,22609.0,1054.0,1079.0,21116,20580,899,536
2021-12-25,21510.0,22574.0,1044.0,1064.0,21123,20942,543,181
2021-12-26,21509.0,22553.0,1043.0,1044.0,21751,21478,809,273
2021-12-27,21519.0,22559.0,1050.0,1040.0,22604,22029,1126,575
2021-12-28,21520.0,22576.0,1057.0,1056.0,22940,22162,911,778
2021-12-29,21510.0,22571.0,1051.0,1061.0,23261,22116,1099,1145
