Date,Midnight population,24-hour population,Book-ins,Book-outs
2023-07-04,"30,902","31,156",547,254
2023-07-05,"31,372","31,939","1,037",567
2023-07-06,"31,593","32,395","1,023",802
2023-07-07,"31,432","32,469",876,"1,037"
2023-07-08,"31,768","32,141",709,373
2023-07-09,"32,042","32,374",606,332
2023-07-10,"31,654","32,625",583,971
2023-07-11,"31,757","32,591",937,834
2023-07-12,"31,410","32,689",932,"1,279"
2023-07-13,"31,321","32,545","1,135","1,224"
2023-07-14,"30,612","32,104",783,"1,492"
2023-07-15,"30,793","31,060",448,267
2023-07-16,"31,067","31,168",375,101
2023-07-17,"31,239","31,902",835,663
2023-07-18,"31,100","31,872",633,772
2023-07-19,"30,812","31,909",809,"1,097"
2023-07-20,"30,726","31,847","1,035","1,121"
2023-07-21,"30,380","31,477",751,"1,097"
2023-07-22,"30,515","30,964",584,449
2023-07-23,"30,900","30,974",459,74
2023-07-24,"30,791","31,855",955,"1,064"
2023-07-25,"30,537","31,733",942,"1,196"
2023-07-26,"30,418","31,465",928,"1,047"
2023-07-27,"30,193","31,370",952,"1,177"
2023-07-28,"30,211","31,197","1,004",986
2023-07-29,"30,284","30,593",382,309
2023-07-30,"30,560","30,666",382,106
2023-07-31,"30,358","31,144",584,786
2023-08-01,"30,228","31,170",812,942
2023-08-02,"29,864","30,864",636,"1,000"
2023-08-03,"29,293","30,675",811,"1,382"
2023-08-04,"28,937","29,975",682,"1,038"
2023-08-05,"29,222","29,543",606,321
2023-08-06,"29,527","29,626",404,99
2023-08-07,"29,595","30,351",824,756
2023-08-08,"29,678","30,678","1,083","1,000"
2023-08-09,"29,271","30,551",873,"1,280"
2023-08-10,"29,513","30,701","1,430","1,188"
2023-08-11,"29,623","30,806","1,293","1,183"
2023-08-12,"30,159","30,529",906,370
2023-08-13,"30,899","30,956",797,57
2023-08-14,"31,021","32,056","1,157","1,035"
2023-08-15,"31,421","32,198","1,177",777
2023-08-16,"31,480","32,531","1,110","1,051"
2023-08-17,"31,157","32,456",976,"1,299"
2023-08-18,"31,031","32,035",878,"1,004"
2023-08-19,"31,341","31,759",728,418
2023-08-20,"31,730","31,870",529,140
2023-08-21,"31,930","32,668",938,738
2023-08-22,"32,135","33,046","1,116",911
2023-08-23,"32,125","33,257","1,122","1,132"
2023-08-24,"31,989","33,126","1,001","1,137"
2023-08-25,"31,936","33,100","1,111","1,164"
2023-08-26,"32,605","32,913",977,308
2023-08-27,"33,214","33,317",712,103
2023-08-28,"33,343","34,306","1,092",963
2023-08-29,"33,473","34,414","1,071",941
2023-08-30,"33,432","34,546","1,073","1,114"
2023-08-31,"33,346","34,604","1,172","1,258"
2023-09-01,"33,412","34,567","1,221","1,155"
2023-09-02,"34,004","34,260",848,256
2023-09-03,"34,637","34,799",795,162
2023-09-04,"34,851","35,279",642,428
2023-09-05,"35,074","35,791",940,717
2023-09-06,"34,978","36,123","1,049","1,145"
2023-09-07,"35,001","36,281","1,303","1,280"
2023-09-08,"35,236","36,118","1,117",882
2023-09-09,"35,545","35,919",683,374
2023-09-10,"35,767","35,941",396,174
2023-09-11,"35,898","36,742",975,844
2023-09-12,"36,129","36,867",969,738
2023-09-13,"35,775","37,048",919,"1,273"
2023-09-14,"35,302","36,705",930,"1,403"
2023-09-15,"35,486","36,076",774,590
2023-09-16,"35,907","36,117",631,210
2023-09-17,"36,009","36,103",196,94
2023-09-18,"35,922","36,571",562,649
2023-09-19,"35,770","36,689",767,919
2023-09-20,"35,451","36,589",819,"1,138"
2023-09-21,"35,072","36,290",839,"1,218"
2023-09-22,"35,080","36,099","1,027","1,019"
2023-09-23,"35,307","35,612",532,305
2023-09-24,"35,757","35,872",565,115
2023-09-25,"35,788","36,378",621,590
2023-09-26,"36,456","37,115","1,327",659
2023-09-27,"36,394","37,378",922,984
2023-09-28,"36,174","37,366",972,"1,192"
2023-09-29,"36,215","37,245","1,071","1,030"
2023-09-30,"36,463","36,833",618,370
2023-10-01,"36,780","36,859",396,79
2023-10-02,"36,788","37,574",794,786
2023-10-03,"36,784","37,635",847,851
2023-10-04,"36,970","37,988","1,204","1,018"
2023-10-05,"36,966","37,831",861,865
2023-10-06,"36,987","37,996","1,030","1,009"
2023-10-07,"37,071","37,442",455,371
2023-10-08,"37,500","37,602",531,102
2023-10-09,"37,447","38,040",540,593
2023-10-10,"37,900","38,425",978,525
2023-10-11,"37,967","38,973","1,073","1,006"
2023-10-12,"37,810","38,914",947,"1,104"
2023-10-13,"37,900","38,680",870,780
2023-10-14,"38,115","38,463",563,348
2023-10-15,"38,550","38,742",627,192
2023-10-16,"38,663","39,157",607,494
2023-10-17,"38,851","39,706","1,043",855
2023-10-18,"38,869","39,860","1,009",991
2023-10-19,"38,699","39,839",970,"1,140"
2023-10-20,"38,635","39,519",820,884
2023-10-21,"38,928","39,315",680,387
2023-10-22,"39,314","39,460",532,146
2023-10-23,"39,307","40,002",688,695
2023-10-24,"39,272","40,046",739,774
2023-10-25,"39,181","40,133",861,952
2023-10-26,"39,184","40,239","1,058","1,055"
2023-10-27,"38,946","39,976",792,"1,030"
2023-10-28,"39,154","39,382",436,228
2023-10-29,"39,757","39,803",649,46
2023-10-30,"39,514","40,389",632,875
2023-10-31,"39,640","40,368",854,728
2023-11-01,"39,767","40,562",922,795
2023-11-02,"39,481","40,699",932,"1,218"
2023-11-03,"39,473","40,293",812,820
2023-11-04,"39,859","40,247",774,388
2023-11-05,"40,077","40,135",276,58
2023-11-06,"39,858","40,682",605,824
2023-11-07,"39,721","40,628",770,907
2023-11-08,"39,651","40,506",785,855
2023-11-09,"39,658","40,740","1,089","1,082"
2023-11-10,"39,720","40,230",572,510
2023-11-11,"39,873","40,042",322,169
2023-11-12,"40,024","40,102",229,78
2023-11-13,"40,095","40,609",585,514
2023-11-14,"39,724","40,593",498,869
2023-11-15,"39,491","40,452",889,961
2023-11-16,"39,003","40,443",952,"1,440"
2023-11-17,"38,673","39,625",622,952
2023-11-18,"38,755","39,045",372,290
2023-11-19,"38,964","39,018",263,54
2023-11-20,"38,654","39,452",488,798
2023-11-21,"38,322","39,283",629,961
2023-11-22,"37,775","38,930",608,"1,155"
2023-11-23,"37,813","38,095",320,282
2023-11-24,"37,619","38,253",440,634
2023-11-25,"37,602","37,784",165,182
2023-11-26,"37,739","37,785",183,46
2023-11-27,"37,460","38,219",480,759
2023-11-28,"37,365","38,071",611,706
2023-11-29,"36,944","38,048",683,"1,104"
2023-11-30,"36,892","37,714",770,822
2023-12-01,"36,643","37,592",700,949
2023-12-02,"36,577","37,085",442,508
2023-12-03,"37,044","37,135",558,91
2023-12-04,"37,077","37,644",600,567
2023-12-05,"36,872","37,916",839,"1,044"
2023-12-06,"36,632","37,866",994,"1,234"
2023-12-07,"36,500","37,570",938,"1,070"
2023-12-08,"36,518","37,503","1,003",985
2023-12-09,"36,751","37,100",582,349
2023-12-10,"36,979","37,081",330,102
2023-12-11,"37,031","37,803",824,772
2023-12-12,"36,902","37,875",844,973
2023-12-13,"36,231","37,644",742,"1,413"
2023-12-14,"36,252","37,193",962,941
2023-12-15,"36,051","36,986",734,935
2023-12-16,"36,059","36,466",415,407
2023-12-17,"36,244","36,326",267,82
2023-12-18,"36,585","37,029",785,444
2023-12-19,"36,452","37,573",988,"1,121"
2023-12-20,"36,098","37,431",979,"1,333"
2023-12-21,"36,063","37,089",991,"1,026"
2023-12-22,"36,038","37,109","1,046","1,071"
2023-12-23,"36,236","36,724",686,488
2023-12-24,"36,544","36,650",414,106
2023-12-25,"36,894","36,949",405,55
2023-12-26,"36,943","37,349",455,406
2023-12-27,"36,580","37,435",492,855
2023-12-28,"36,754","37,471",891,717
2023-12-29,"36,708","37,254",500,546
2023-12-30,"36,809","37,039",331,230
2023-12-31,"37,068","37,090",281,22
2024-01-01,"37,246","37,287",219,41
2024-01-02,"37,397","37,727",481,330
2024-01-03,"37,062","38,063",666,"1,001"
2024-01-04,"37,179","38,045",983,866
2024-01-05,"37,161","38,006",827,845
2024-01-06,"37,427","37,695",534,268
2024-01-07,"37,682","37,740",313,58
2024-01-08,"37,736","38,394",712,658
2024-01-09,"37,751","38,525",789,774
2024-01-10,"37,203","38,302",551,"1,099"
2024-01-11,"37,105","38,035",832,930
2024-01-12,"37,258","38,055",950,797
2024-01-13,"37,454","37,714",456,260
2024-01-14,"37,702","37,776",322,74
2024-01-15,"38,084","38,163",461,79
2024-01-16,"37,981","38,604",520,623
2024-01-17,"37,951","38,812",831,861
2024-01-18,"37,880","38,915",964,"1,035"
2024-01-19,"37,818","38,643",763,825
2024-01-20,"38,198","38,525",707,327
2024-01-21,"38,434","38,526",328,92
2024-01-22,"38,221","39,028",594,807
2024-01-23,"38,072","39,000",779,928
2024-01-24,"37,976","38,891",819,915
2024-01-25,"38,314","39,157","1,181",843
2024-01-26,"37,893","38,977",663,"1,084"
2024-01-27,"38,265","38,619",726,354
2024-01-28,"38,275","38,475",210,200
2024-01-29,"38,102","38,895",620,793
2024-01-30,"38,058","39,012",910,954
2024-01-31,"37,652","38,794",736,"1,142"
2024-02-01,"37,834","38,750","1,098",916
2024-02-02,"37,961","38,891","1,057",930
2024-02-03,"37,939","38,309",348,370
2024-02-04,"38,444","38,493",554,49
2024-02-05,"38,529","39,143",699,614
2024-02-06,"38,390","39,416",887,"1,026"
2024-02-07,"38,208","39,287",897,"1,079"
2024-02-08,"37,881","39,270","1,062","1,389"
2024-02-09,"37,727","38,749",868,"1,022"
2024-02-10,"38,102","38,425",698,323
2024-02-11,"38,729","38,764",662,35
2024-02-12,"38,703","39,576",847,873
2024-02-13,"38,567","39,705","1,002","1,138"
2024-02-14,"38,347","39,487",920,"1,140"
2024-02-15,"38,634","39,672","1,325","1,038"
2024-02-16,"38,575","39,606",972,"1,031"
2024-02-17,"38,726","39,107",532,381
2024-02-18,"39,291","39,327",601,36
2024-02-19,"39,307","39,873",582,566
2024-02-20,"39,204","40,231",924,"1,027"
2024-02-21,"38,874","39,952",748,"1,078"
2024-02-22,"38,781","39,992","1,118","1,211"
2024-02-23,"38,694","39,885","1,104","1,191"
2024-02-24,"38,971","39,370",676,399
2024-02-25,"39,154","39,253",282,99
2024-02-26,"39,281","39,969",815,688
2024-02-27,"39,276","40,355","1,074","1,079"
2024-02-28,"39,240","40,142",866,902
2024-02-29,"39,155","40,357","1,117","1,202"
2024-03-01,"38,985","40,206","1,051","1,221"
2024-03-02,"38,929","39,429",444,500
2024-03-03,"39,365","39,473",544,108
2024-03-04,"39,191","39,941",576,750
2024-03-05,"38,953","40,103",912,"1,150"
2024-03-06,"38,892","39,934",981,"1,042"
2024-03-07,"38,940","40,195","1,303","1,255"
2024-03-08,"38,755","39,923",983,"1,168"
2024-03-09,"38,825","39,363",608,538
2024-03-10,"39,071","39,147",322,76
2024-03-11,"38,839","39,868",797,"1,029"
2024-03-12,"38,963","40,042","1,203","1,079"
2024-03-13,"38,715","39,850",887,"1,135"
2024-03-14,"38,449","39,631",916,"1,182"
2024-03-15,"38,316","39,381",932,"1,065"
2024-03-16,"38,383","38,684",368,301
2024-03-17,"38,528","38,639",256,111
2024-03-18,"38,264","39,165",637,901
2024-03-19,"37,851","39,158",894,"1,307"
2024-03-20,"37,566","38,681",830,"1,115"
2024-03-21,"37,119","38,365",799,"1,246"
2024-03-22,"36,613","37,925",806,"1,312"
2024-03-23,"36,732","37,108",495,376
2024-03-24,"36,971","37,081",349,110
2024-03-25,"36,798","37,759",788,961
2024-03-26,"36,627","37,572",774,945
2024-03-27,"36,426","37,378",751,952
2024-03-28,"36,209","37,067",641,858
2024-03-29,"36,085","36,896",687,811
2024-03-30,"35,986","36,347",262,361
2024-03-31,"36,132","36,194",208,62
2024-04-01,"36,012","36,800",668,788
2024-04-02,"35,578","36,914",902,"1,336"
2024-04-03,"35,078","36,252",674,"1,174"
2024-04-04,"34,504","35,903",825,"1,399"
