Date,Midnight population,24-hour population,Book-ins,Book-outs
2012-11-25,"35,044","35,181",495,137
2012-11-26,"35,071","36,473","1,429","1,402"
2012-11-27,"35,146","36,445","1,374","1,299"
2012-11-28,"34,884","36,658","1,512","1,774"
2012-11-29,"34,738","36,523","1,639","1,785"
2012-11-30,"34,539","36,497","1,759","1,958"
2012-12-01,"34,826","35,094",555,268
2012-12-02,"35,113","35,257",431,144
2012-12-03,"35,057","36,586","1,473","1,529"
2012-12-04,"35,090","36,555","1,498","1,465"
2012-12-05,"34,819","36,577","1,487","1,758"
2012-12-06,"34,591","36,204","1,385","1,613"
2012-12-07,"34,405","36,208","1,617","1,803"
2012-12-08,"34,657","34,931",526,274
2012-12-09,"34,868","35,077",420,209
2012-12-10,"35,055","36,402","1,534","1,347"
2012-12-11,"35,125","36,520","1,465","1,395"
2012-12-12,"34,990","36,685","1,560","1,695"
2012-12-13,"34,603","36,316","1,326","1,713"
2012-12-14,"34,228","36,132","1,529","1,904"
2012-12-15,"34,533","34,760",532,227
2012-12-16,"34,769","34,846",313,77
2012-12-17,"34,934","36,197","1,428","1,263"
2012-12-18,"34,825","36,422","1,488","1,597"
2012-12-19,"34,696","36,247","1,422","1,551"
2012-12-20,"34,426","36,065","1,369","1,639"
2012-12-21,"34,017","35,969","1,543","1,952"
2012-12-22,"34,109","34,532",515,423
2012-12-23,"34,133","34,447",338,314
2012-12-24,"34,379","34,795",662,416
2012-12-25,"34,677","34,719",340,42
2012-12-26,"34,819","36,014","1,337","1,195"
2012-12-27,"34,363","35,913","1,094","1,550"
2012-12-28,"33,768","35,420","1,057","1,652"
2012-12-29,"33,976","34,171",403,195
2012-12-30,"34,193","34,336",360,143
2012-12-31,"34,735","35,333","1,140",598
2013-01-01,"35,045","35,148",413,103
2013-01-02,"35,186","36,217","1,172","1,031"
2013-01-03,"34,757","36,200","1,014","1,443"
2013-01-04,"34,553","36,006","1,249","1,453"
2013-01-05,"34,863","34,951",398,88
2013-01-06,"35,075","35,206",343,131
2013-01-07,"35,193","36,366","1,291","1,173"
2013-01-08,"35,028","36,497","1,304","1,469"
2013-01-09,"34,931","36,304","1,276","1,373"
2013-01-10,"34,589","36,063","1,132","1,474"
2013-01-11,"34,181","36,004","1,415","1,823"
2013-01-12,"34,335","34,575",394,240
2013-01-13,"34,405","34,687",352,282
2013-01-14,"34,284","35,606","1,201","1,322"
2013-01-15,"34,021","35,651","1,367","1,630"
2013-01-16,"33,722","35,464","1,443","1,742"
2013-01-17,"33,341","35,051","1,329","1,710"
2013-01-18,"33,069","34,894","1,553","1,825"
2013-01-19,"33,150","33,559",490,409
2013-01-20,"33,253","33,567",417,314
2013-01-21,"33,303","33,694",441,391
2013-01-22,"33,216","34,791","1,488","1,575"
2013-01-23,"33,491","34,836","1,620","1,345"
2013-01-24,"33,381","34,912","1,421","1,531"
2013-01-25,"32,923","34,920","1,539","1,997"
2013-01-26,"32,996","33,446",523,450
2013-01-27,"33,209","33,515",519,306
2013-01-28,"33,014","34,520","1,311","1,506"
2013-01-29,"32,945","34,409","1,395","1,464"
2013-01-30,"32,706","34,443","1,498","1,737"
2013-01-31,"32,385","34,163","1,457","1,778"
2013-02-01,"32,129","34,015","1,630","1,886"
2013-02-02,"32,275","32,774",645,499
2013-02-03,"32,585","32,847",572,262
2013-02-04,"32,765","34,072","1,487","1,307"
2013-02-05,"32,667","34,337","1,572","1,670"
2013-02-06,"32,565","34,239","1,572","1,674"
2013-02-07,"32,222","33,940","1,375","1,718"
2013-02-08,"31,811","33,805","1,583","1,994"
2013-02-09,"31,912","32,428",617,516
2013-02-10,"32,039","32,393",481,354
2013-02-11,"32,429","33,591","1,552","1,162"
2013-02-12,"32,280","33,949","1,520","1,669"
2013-02-13,"32,077","33,833","1,553","1,756"
2013-02-14,"31,961","33,487","1,410","1,526"
2013-02-15,"31,847","33,787","1,826","1,940"
2013-02-16,"31,989","32,411",564,422
2013-02-17,"32,048","32,425",436,377
2013-02-18,"32,222","32,663",615,441
2013-02-19,"32,273","33,842","1,620","1,569"
2013-02-20,"31,954","33,858","1,585","1,904"
2013-02-21,"31,796","33,398","1,444","1,602"
2013-02-22,"31,269","33,344","1,548","2,075"
2013-02-23,"31,491","31,941",672,450
2013-02-24,"31,574","32,021",530,447
2013-02-25,"30,835","33,022","1,448","2,187"
2013-02-26,"30,406","32,299","1,464","1,893"
2013-02-27,"30,182","32,050","1,644","1,868"
2013-02-28,"29,828","31,795","1,613","1,967"
2013-03-01,"29,404","31,630","1,802","2,226"
2013-03-02,"29,701","30,048",644,347
2013-03-03,"29,924","30,271",570,347
2013-03-04,"30,124","31,563","1,639","1,439"
2013-03-05,"30,614","31,921","1,797","1,307"
2013-03-06,"30,648","32,408","1,794","1,760"
2013-03-07,"30,521","32,412","1,764","1,891"
2013-03-08,"30,428","32,292","1,771","1,864"
2013-03-09,"30,590","31,257",829,667
2013-03-10,"30,855","31,166",576,311
2013-03-11,"31,115","32,329","1,474","1,214"
2013-03-12,"31,379","32,910","1,795","1,531"
2013-03-13,"31,544","33,143","1,764","1,599"
2013-03-14,"31,572","33,186","1,642","1,614"
2013-03-15,"31,230","33,307","1,735","2,077"
2013-03-16,"31,367","31,979",749,612
2013-03-17,"31,776","32,043",676,267
2013-03-18,"32,049","33,379","1,603","1,330"
2013-03-19,"32,436","33,959","1,910","1,523"
2013-03-20,"32,400","34,114","1,678","1,714"
2013-03-21,"32,453","33,960","1,560","1,507"
2013-03-22,"32,286","34,247","1,794","1,961"
2013-03-23,"32,446","33,083",797,637
2013-03-24,"32,863","33,177",731,314
2013-03-25,"33,310","34,640","1,777","1,330"
2013-03-26,"33,569","35,134","1,824","1,565"
2013-03-27,"34,030","35,209","1,640","1,179"
2013-03-28,"34,236","35,725","1,695","1,489"
2013-03-29,"34,669","36,071","1,835","1,402"
2013-03-30,"34,910","35,369",700,459
2013-03-31,"35,154","35,350",440,196
2013-04-01,"35,412","36,938","1,784","1,526"
2013-04-02,"35,273","37,139","1,727","1,866"
2013-04-03,"35,316","36,834","1,561","1,518"
2013-04-04,"35,504","37,058","1,742","1,554"
2013-04-05,"35,263","37,358","1,854","2,095"
2013-04-06,"35,777","36,396","1,133",619
2013-04-07,"36,696","37,132","1,355",436
2013-04-08,"37,163","38,630","1,934","1,467"
2013-04-09,"37,611","39,377","2,214","1,766"
2013-04-10,"37,687","39,704","2,093","2,017"
2013-04-11,"37,587","39,581","1,894","1,994"
2013-04-12,"37,015","39,404","1,817","2,389"
2013-04-13,"37,182","37,768",753,586
2013-04-14,"37,596","37,885",703,289
2013-04-15,"37,739","39,222","1,626","1,483"
2013-04-16,"37,659","39,542","1,803","1,883"
2013-04-17,"37,553","39,436","1,777","1,883"
2013-04-18,"37,336","39,158","1,605","1,822"
2013-04-19,"37,071","39,270","1,934","2,199"
2013-04-20,"37,239","37,890",819,651
2013-04-21,"37,651","37,968",729,317
2013-04-22,"37,766","39,275","1,624","1,509"
2013-04-23,"37,969","39,669","1,903","1,700"
2013-04-24,"37,674","39,653","1,684","1,979"
2013-04-25,"37,375","39,354","1,680","1,979"
2013-04-26,"36,657","39,222","1,847","2,565"
2013-04-27,"36,905","37,294",637,389
2013-04-28,"37,394","37,677",772,283
2013-04-29,"37,633","39,052","1,658","1,419"
2013-04-30,"37,467","39,393","1,760","1,926"
2013-05-01,"37,916","39,359","1,892","1,443"
2013-05-02,"37,868","39,672","1,756","1,804"
2013-05-03,"37,498","39,776","1,908","2,278"
2013-05-04,"37,627","38,265",767,638
2013-05-05,"38,067","38,372",745,305
2013-05-06,"38,141","39,748","1,681","1,607"
2013-05-07,"38,310","40,069","1,928","1,759"
2013-05-08,"38,175","40,027","1,717","1,852"
2013-05-09,"38,154","39,912","1,737","1,758"
2013-05-10,"37,726","40,057","1,903","2,331"
2013-05-11,"37,871","38,477",751,606
2013-05-12,"38,187","38,540",669,353
2013-05-13,"38,267","39,959","1,772","1,692"
2013-05-14,"38,402","40,284","2,017","1,882"
2013-05-15,"38,564","40,244","1,842","1,680"
2013-05-16,"38,299","40,347","1,783","2,048"
2013-05-17,"37,939","40,322","2,023","2,383"
2013-05-18,"38,222","38,659",720,437
2013-05-19,"38,385","38,785",563,400
2013-05-20,"38,636","40,155","1,770","1,519"
2013-05-21,"38,092","40,193","1,557","2,101"
2013-05-22,"37,847","39,754","1,662","1,907"
2013-05-23,"37,784","39,558","1,711","1,774"
2013-05-24,"37,620","39,888","2,104","2,268"
2013-05-25,"37,922","38,379",759,457
2013-05-26,"38,197","38,660",738,463
2013-05-27,"38,214","38,890",693,676
2013-05-28,"38,265","39,955","1,741","1,690"
2013-05-29,"37,781","39,923","1,658","2,142"
2013-05-30,"37,519","39,583","1,802","2,064"
2013-05-31,"36,966","39,381","1,862","2,415"
2013-06-01,"37,281","37,679",713,398
2013-06-02,"37,599","37,835",554,236
2013-06-03,"37,800","39,154","1,555","1,354"
2013-06-04,"37,708","39,663","1,863","1,955"
2013-06-05,"37,476","39,311","1,603","1,835"
2013-06-06,"36,815","38,837","1,361","2,022"
2013-06-07,"36,141","38,357","1,542","2,216"
2013-06-08,"36,281","36,606",465,325
2013-06-09,"36,596","36,692",411,96
2013-06-10,"36,098","37,684","1,088","1,586"
2013-06-11,"35,294","37,360","1,262","2,066"
2013-06-12,"34,782","36,617","1,323","1,835"
2013-06-13,"34,040","36,055","1,273","2,015"
2013-06-14,"33,699","35,568","1,528","1,869"
2013-06-15,"33,610","34,063",364,453
2013-06-16,"33,795","33,861",251,66
2013-06-17,"33,545","35,020","1,225","1,475"
2013-06-18,"33,102","34,843","1,298","1,741"
2013-06-19,"32,672","34,471","1,369","1,799"
2013-06-20,"32,094","33,802","1,130","1,708"
2013-06-21,"31,673","33,631","1,537","1,958"
2013-06-22,"31,678","31,994",321,316
2013-06-23,"31,825","31,858",180,33
2013-06-24,"31,664","32,938","1,113","1,274"
2013-06-25,"31,396","33,083","1,419","1,687"
2013-06-26,"31,072","32,554","1,158","1,482"
2013-06-27,"30,727","32,321","1,249","1,594"
2013-06-28,"30,665","32,297","1,570","1,632"
2013-06-29,"30,725","30,925",260,200
2013-06-30,"30,966","31,018",293,52
2013-07-01,"31,035","32,260","1,294","1,225"
2013-07-02,"30,699","32,308","1,273","1,609"
2013-07-03,"30,224","32,151","1,452","1,927"
2013-07-04,"30,139","30,536",312,397
2013-07-05,"29,965","31,585","1,446","1,620"
2013-07-06,"30,125","30,332",367,207
2013-07-07,"30,321","30,373",248,52
2013-07-08,"30,683","31,538","1,217",855
2013-07-09,"30,603","31,976","1,293","1,373"
2013-07-10,"30,150","31,675","1,072","1,525"
2013-07-11,"29,808","31,393","1,243","1,585"
2013-07-12,"29,602","31,158","1,350","1,556"
2013-07-13,"29,924","30,116",514,192
2013-07-14,"30,138","30,180",256,42
2013-07-15,"30,259","31,298","1,160","1,039"
2013-07-16,"29,964","31,649","1,390","1,685"
2013-07-17,"29,795","31,116","1,152","1,321"
2013-07-18,"29,317","30,888","1,093","1,571"
2013-07-19,"29,583","30,920","1,603","1,337"
2013-07-20,"29,792","30,028",445,236
2013-07-21,"30,028","30,129",337,101
2013-07-22,"30,293","31,329","1,301","1,036"
2013-07-23,"30,271","31,522","1,229","1,251"
2013-07-24,"30,427","31,650","1,379","1,223"
2013-07-25,"30,079","31,572","1,145","1,493"
2013-07-26,"30,243","31,630","1,551","1,387"
2013-07-27,"30,504","30,632",389,128
2013-07-28,"30,710","30,754",250,44
2013-07-29,"30,992","32,000","1,290","1,008"
2013-07-30,"30,981","32,328","1,336","1,347"
2013-07-31,"30,866","32,170","1,189","1,304"
2013-08-01,"30,752","32,101","1,235","1,349"
2013-08-02,"30,909","32,074","1,322","1,165"
2013-08-03,"31,338","31,472",563,134
2013-08-04,"31,570","31,681",343,111
2013-08-05,"31,858","32,792","1,222",934
2013-08-06,"31,890","33,220","1,362","1,330"
2013-08-07,"32,042","33,220","1,330","1,178"
2013-08-08,"31,643","33,355","1,313","1,712"
2013-08-09,"31,726","33,234","1,591","1,508"
2013-08-10,"32,136","32,286",560,150
2013-08-11,"32,345","32,404",268,59
2013-08-12,"32,487","33,416","1,071",929
2013-08-13,"32,314","33,637","1,150","1,323"
2013-08-14,"32,570","33,856","1,542","1,286"
2013-08-15,"33,009","34,631","2,061","1,622"
2013-08-16,"32,961","34,892","1,883","1,931"
2013-08-17,"33,492","33,691",730,199
2013-08-18,"33,744","33,870",378,126
2013-08-19,"34,067","35,166","1,422","1,099"
2013-08-20,"33,793","35,399","1,332","1,606"
2013-08-21,"33,763","35,180","1,387","1,417"
2013-08-22,"33,394","35,056","1,293","1,662"
2013-08-23,"33,305","34,902","1,508","1,597"
2013-08-24,"33,513","33,702",397,189
2013-08-25,"33,792","33,847",334,55
2013-08-26,"33,633","35,050","1,258","1,417"
2013-08-27,"33,352","35,190","1,557","1,838"
2013-08-28,"33,391","34,837","1,485","1,446"
2013-08-29,"33,014","34,739","1,348","1,725"
2013-08-30,"32,889","34,678","1,664","1,789"
2013-08-31,"33,070","33,408",519,338
2013-09-01,"33,449","33,516",446,67
2013-09-02,"33,529","33,905",456,376
2013-09-03,"33,637","35,140","1,611","1,503"
2013-09-04,"33,948","35,183","1,546","1,235"
2013-09-05,"33,755","35,345","1,397","1,590"
2013-09-06,"33,831","35,441","1,686","1,610"
2013-09-07,"33,898","34,165",334,267
2013-09-08,"34,159","34,211",313,52
2013-09-09,"34,379","35,603","1,444","1,224"
2013-09-10,"34,310","35,920","1,541","1,610"
2013-09-11,"34,367","35,785","1,475","1,418"
2013-09-12,"34,207","35,803","1,436","1,596"
2013-09-13,"33,877","35,658","1,451","1,781"
2013-09-14,"34,190","34,401",524,211
2013-09-15,"34,398","34,481",291,83
2013-09-16,"34,651","35,652","1,254","1,001"
2013-09-17,"34,352","36,081","1,430","1,729"
2013-09-18,"34,429","36,082","1,730","1,653"
2013-09-19,"33,859","35,805","1,376","1,946"
2013-09-20,"33,800","35,508","1,649","1,708"
2013-09-21,"33,991","34,295",495,304
2013-09-22,"34,192","34,333",342,141
2013-09-23,"34,262","35,482","1,290","1,220"
2013-09-24,"33,944","35,644","1,382","1,700"
2013-09-25,"33,919","35,394","1,450","1,475"
2013-09-26,"33,533","35,146","1,227","1,613"
2013-09-27,"33,265","34,892","1,359","1,627"
2013-09-28,"33,335","33,712",447,377
2013-09-29,"33,477","33,626",291,149
2013-09-30,"33,651","34,994","1,517","1,343"
2013-10-01,"32,153","33,531","1,360","1,378"
2013-10-02,"31,954","33,312","1,159","1,358"
2013-10-03,"31,364","33,158","1,204","1,794"
2013-10-04,"31,339","32,897","1,533","1,558"
2013-10-05,"31,471","31,716",377,245
2013-10-06,"31,664","31,826",355,162
2013-10-07,"31,955","32,908","1,244",953
2013-10-08,"31,830","33,435","1,480","1,605"
2013-10-09,"31,669","33,158","1,328","1,489"
2013-10-10,"31,252","32,864","1,195","1,612"
2013-10-11,"31,379","32,950","1,698","1,571"
2013-10-12,"31,694","31,870",491,176
2013-10-13,"32,035","32,182",488,147
2013-10-14,"31,852","32,478",443,626
2013-10-15,"31,669","33,262","1,410","1,593"
2013-10-16,"31,787","33,161","1,492","1,374"
2013-10-17,"31,497","33,225","1,438","1,728"
2013-10-18,"31,303","33,036","1,539","1,733"
2013-10-19,"31,596","31,791",488,195
2013-10-20,"31,858","31,979",383,121
2013-10-21,"32,220","33,119","1,261",899
2013-10-22,"32,011","33,590","1,370","1,579"
2013-10-23,"31,812","33,202","1,191","1,390"
2013-10-24,"31,372","33,171","1,359","1,799"
2013-10-25,"31,146","32,930","1,558","1,784"
2013-10-26,"31,341","31,523",377,182
2013-10-27,"31,495","31,667",326,172
2013-10-28,"31,531","32,792","1,297","1,261"
2013-10-29,"31,404","32,865","1,334","1,461"
2013-10-30,"31,264","32,615","1,211","1,351"
2013-10-31,"30,891","32,499","1,235","1,608"
2013-11-01,"31,094","32,532","1,641","1,438"
2013-11-02,"31,335","31,518",424,183
2013-11-03,"31,507","31,641",306,134
2013-11-04,"31,555","32,753","1,246","1,198"
2013-11-05,"31,192","32,940","1,385","1,748"
2013-11-06,"31,055","32,526","1,334","1,471"
2013-11-07,"30,717","32,453","1,398","1,736"
2013-11-08,"30,787","32,313","1,596","1,526"
2013-11-09,"31,019","31,262",475,243
2013-11-10,"31,447","31,568",549,121
2013-11-11,"31,562","31,844",397,282
2013-11-12,"31,706","33,076","1,514","1,370"
2013-11-13,"31,839","33,028","1,322","1,189"
2013-11-14,"31,515","33,271","1,432","1,756"
2013-11-15,"31,220","33,149","1,634","1,929"
2013-11-16,"31,287","31,613",393,326
2013-11-17,"31,511","31,620",333,109
2013-11-18,"31,629","32,855","1,344","1,226"
2013-11-19,"31,416","33,051","1,422","1,635"
2013-11-20,"31,292","32,705","1,289","1,413"
2013-11-21,"30,768","32,663","1,371","1,895"
2013-11-22,"30,724","32,352","1,584","1,628"
2013-11-23,"30,794","31,218",494,424
2013-11-24,"31,008","31,068",274,60
2013-11-25,"31,013","32,253","1,245","1,240"
2013-11-26,"30,868","32,481","1,468","1,613"
2013-11-27,"30,421","32,330","1,462","1,909"
2013-11-28,"30,658","30,875",454,217
2013-11-29,"30,535","31,830","1,172","1,295"
2013-11-30,"30,567","30,866",331,299
2013-12-01,"30,747","30,837",270,90
2013-12-02,"30,840","31,975","1,228","1,135"
2013-12-03,"30,893","32,251","1,411","1,358"
2013-12-04,"30,870","32,339","1,446","1,469"
2013-12-05,"30,507","32,126","1,256","1,619"
2013-12-06,"30,531","32,041","1,534","1,510"
2013-12-07,"30,687","31,029",498,342
2013-12-08,"30,838","31,023",336,185
2013-12-09,"31,139","32,327","1,489","1,188"
2013-12-10,"31,133","32,632","1,493","1,499"
2013-12-11,"30,873","32,560","1,427","1,687"
2013-12-12,"30,243","32,188","1,315","1,945"
2013-12-13,"30,003","31,857","1,614","1,854"
2013-12-14,"30,175","30,566",563,391
2013-12-15,"30,353","30,496",321,143
2013-12-16,"30,431","31,735","1,382","1,304"
2013-12-17,"30,087","31,913","1,482","1,826"
2013-12-18,"30,010","31,536","1,449","1,526"
2013-12-19,"29,537","31,443","1,433","1,906"
2013-12-20,"29,572","31,212","1,675","1,640"
2013-12-21,"29,517","29,935",363,418
2013-12-22,"29,651","29,787",270,136
2013-12-23,"30,134","31,166","1,515","1,032"
2013-12-24,"30,287","31,403","1,269","1,116"
2013-12-25,"30,582","30,733",446,151
2013-12-26,"30,100","31,474",892,"1,374"
2013-12-27,"29,776","31,089",989,"1,313"
2013-12-28,"29,933","30,116",340,183
2013-12-29,"30,020","30,170",237,150
2013-12-30,"30,184","31,148","1,128",964
2013-12-31,"30,606","31,390","1,206",784
2014-01-01,"30,689","30,854",248,165
2014-01-02,"30,402","31,451",762,"1,049"
2014-01-03,"30,425","31,510","1,108","1,085"
2014-01-04,"30,543","30,757",332,214
2014-01-05,"30,623","30,752",209,129
2014-01-06,"30,757","31,505",882,748
2014-01-07,"30,574","31,639",882,"1,065"
2014-01-08,"30,455","31,656","1,082","1,201"
2014-01-09,"29,894","31,427",972,"1,533"
2014-01-10,"29,471","31,093","1,199","1,622"
2014-01-11,"29,674","29,771",300,97
2014-01-12,"29,797","29,854",180,57
2014-01-13,"29,756","30,771",974,"1,015"
2014-01-14,"29,895","31,031","1,275","1,136"
2014-01-15,"29,849","31,202","1,307","1,353"
2014-01-16,"29,431","30,954","1,105","1,523"
2014-01-17,"29,166","30,915","1,484","1,749"
2014-01-18,"29,357","29,571",405,214
2014-01-19,"29,676","29,775",418,99
2014-01-20,"29,351","30,108",432,757
2014-01-21,"29,358","30,653","1,302","1,295"
2014-01-22,"29,184","30,533","1,175","1,349"
2014-01-23,"29,020","30,385","1,201","1,365"
2014-01-24,"29,057","30,349","1,329","1,292"
2014-01-25,"29,223","29,477",420,254
2014-01-26,"29,441","29,574",351,133
2014-01-27,"29,506","30,709","1,268","1,203"
2014-01-28,"29,545","30,815","1,309","1,270"
2014-01-29,"29,700","30,711","1,166","1,011"
2014-01-30,"29,550","30,940","1,240","1,390"
2014-01-31,"28,940","31,000","1,450","2,060"
2014-02-01,"29,194","29,504",564,310
2014-02-02,"29,366","29,495",301,129
2014-02-03,"29,452","30,647","1,281","1,195"
2014-02-04,"29,064","30,832","1,380","1,768"
2014-02-05,"28,991","30,260","1,196","1,269"
2014-02-06,"28,612","30,279","1,288","1,667"
2014-02-07,"28,462","30,130","1,518","1,668"
2014-02-08,"28,643","28,988",526,345
2014-02-09,"28,876","29,006",363,130
2014-02-10,"29,102","30,148","1,272","1,046"
2014-02-11,"28,854","30,471","1,369","1,617"
2014-02-12,"28,740","30,180","1,326","1,440"
2014-02-13,"28,575","30,010","1,270","1,435"
2014-02-14,"28,421","30,102","1,527","1,681"
2014-02-15,"28,587","28,995",574,408
2014-02-16,"28,914","29,114",527,200
2014-02-17,"29,027","29,418",504,391
2014-02-18,"29,120","30,721","1,694","1,601"
2014-02-19,"29,078","30,503","1,383","1,425"
2014-02-20,"28,942","30,512","1,434","1,570"
2014-02-21,"28,878","30,481","1,539","1,603"
2014-02-22,"29,034","29,439",561,405
2014-02-23,"29,274","29,410",376,136
2014-02-24,"29,356","30,562","1,288","1,206"
2014-02-25,"29,149","30,898","1,542","1,749"
2014-02-26,"28,836","30,547","1,398","1,711"
2014-02-27,"28,171","30,085","1,249","1,914"
2014-02-28,"27,936","29,775","1,604","1,839"
2014-03-01,"28,304","28,573",637,269
2014-03-02,"28,641","28,790",486,149
2014-03-03,"28,903","30,086","1,445","1,183"
2014-03-04,"29,187","30,590","1,687","1,403"
2014-03-05,"29,343","30,756","1,569","1,413"
2014-03-06,"28,991","30,766","1,423","1,775"
2014-03-07,"28,969","30,673","1,682","1,704"
2014-03-08,"29,155","29,498",529,343
2014-03-09,"29,307","29,475",320,168
2014-03-10,"29,451","30,696","1,389","1,245"
2014-03-11,"29,322","31,055","1,604","1,733"
2014-03-12,"29,128","30,583","1,261","1,455"
2014-03-13,"28,653","30,438","1,310","1,785"
2014-03-14,"28,552","30,308","1,655","1,756"
2014-03-15,"28,781","29,129",577,348
2014-03-16,"29,138","29,330",549,192
2014-03-17,"29,379","30,625","1,487","1,246"
2014-03-18,"29,366","31,009","1,630","1,643"
2014-03-19,"29,267","30,938","1,572","1,671"
2014-03-20,"28,906","30,875","1,608","1,969"
2014-03-21,"28,917","30,580","1,674","1,663"
2014-03-22,"29,281","29,649",732,368
2014-03-23,"29,534","29,812",531,278
2014-03-24,"29,754","31,115","1,581","1,361"
2014-03-25,"29,582","31,459","1,705","1,877"
2014-03-26,"29,735","31,371","1,789","1,636"
2014-03-27,"29,213","31,281","1,546","2,068"
2014-03-28,"28,935","30,920","1,707","1,985"
2014-03-29,"29,313","29,709",774,396
2014-03-30,"29,605","29,936",623,331
2014-03-31,"29,696","31,074","1,469","1,378"
2014-04-01,"29,967","31,694","1,998","1,727"
2014-04-02,"29,823","31,616","1,649","1,793"
2014-04-03,"29,229","31,398","1,575","2,169"
2014-04-04,"28,904","30,925","1,696","2,021"
2014-04-05,"29,352","29,673",769,321
2014-04-06,"29,650","29,903",551,253
2014-04-07,"30,064","31,248","1,598","1,184"
2014-04-08,"30,347","32,036","1,972","1,689"
2014-04-09,"30,264","31,951","1,604","1,687"
2014-04-10,"29,798","31,914","1,650","2,116"
2014-04-11,"29,695","31,858","2,060","2,163"
2014-04-12,"30,037","30,406",711,369
2014-04-13,"30,309","30,568",531,259
2014-04-14,"30,753","31,851","1,542","1,098"
2014-04-15,"31,223","32,687","1,934","1,464"
2014-04-16,"32,062","32,916","1,693",854
2014-04-17,"32,475","33,700","1,638","1,225"
2014-04-18,"33,156","34,491","2,016","1,335"
2014-04-19,"33,257","33,811",655,554
2014-04-20,"33,615","33,915",658,300
2014-04-21,"33,852","35,098","1,483","1,246"
2014-04-22,"33,628","35,622","1,770","1,994"
2014-04-23,"33,644","35,246","1,618","1,602"
2014-04-24,"33,122","35,077","1,433","1,955"
2014-04-25,"33,049","34,739","1,617","1,690"
2014-04-26,"33,362","33,878",829,516
2014-04-27,"33,582","33,857",495,275
2014-04-28,"33,795","35,077","1,495","1,282"
2014-04-29,"33,861","35,510","1,715","1,649"
2014-04-30,"33,614","35,436","1,575","1,822"
2014-05-01,"33,587","35,080","1,466","1,493"
2014-05-02,"33,661","35,321","1,734","1,660"
2014-05-03,"33,840","34,371",710,531
2014-05-04,"34,148","34,454",614,306
2014-05-05,"34,210","35,788","1,640","1,578"
2014-05-06,"33,885","36,114","1,904","2,229"
2014-05-07,"33,916","35,735","1,850","1,819"
2014-05-08,"33,935","35,772","1,856","1,837"
2014-05-09,"33,830","35,864","1,929","2,034"
2014-05-10,"34,020","34,588",758,568
2014-05-11,"34,569","35,000",980,431
2014-05-12,"34,734","36,233","1,664","1,499"
2014-05-13,"34,697","36,398","1,664","1,701"
2014-05-14,"34,481","36,280","1,583","1,799"
2014-05-15,"34,105","36,164","1,683","2,059"
2014-05-16,"34,032","35,858","1,753","1,826"
2014-05-17,"34,242","34,821",789,579
2014-05-18,"34,736","35,145",903,409
2014-05-19,"34,981","36,407","1,671","1,426"
2014-05-20,"34,753","36,690","1,709","1,937"
2014-05-21,"34,649","36,489","1,736","1,840"
2014-05-22,"34,567","36,386","1,737","1,819"
2014-05-23,"34,543","36,392","1,825","1,849"
2014-05-24,"34,620","35,069",526,449
2014-05-25,"34,896","35,089",469,193
2014-05-26,"35,087","35,857",961,770
2014-05-27,"35,414","37,006","1,919","1,592"
2014-05-28,"35,043","37,019","1,605","1,976"
2014-05-29,"34,848","36,682","1,639","1,834"
2014-05-30,"34,915","36,635","1,787","1,720"
2014-05-31,"35,277","35,798",883,521
2014-06-01,"35,733","35,961",684,228
2014-06-02,"36,284","37,451","1,718","1,167"
2014-06-03,"36,115","37,979","1,695","1,864"
2014-06-04,"36,226","37,979","1,864","1,753"
2014-06-05,"36,285","37,808","1,582","1,523"
2014-06-06,"35,805","37,729","1,444","1,924"
2014-06-07,"35,950","36,406",601,456
2014-06-08,"36,568","36,862",912,294
2014-06-09,"36,554","38,105","1,537","1,551"
2014-06-10,"36,264","38,131","1,577","1,867"
2014-06-11,"36,009","37,816","1,552","1,807"
2014-06-12,"35,768","37,583","1,574","1,815"
2014-06-13,"35,580","37,336","1,568","1,756"
2014-06-14,"35,872","36,305",725,433
2014-06-15,"36,336","36,586",714,250
2014-06-16,"36,534","37,762","1,426","1,228"
2014-06-17,"36,433","38,087","1,553","1,654"
2014-06-18,"36,301","38,045","1,612","1,744"
2014-06-19,"35,799","37,992","1,691","2,193"
2014-06-20,"35,693","37,720","1,921","2,027"
2014-06-21,"35,939","36,421",728,482
2014-06-22,"36,240","36,551",612,311
2014-06-23,"36,236","37,591","1,351","1,355"
2014-06-24,"36,136","37,944","1,708","1,808"
2014-06-25,"35,829","37,509","1,373","1,680"
2014-06-26,"35,393","37,253","1,424","1,860"
2014-06-27,"35,842","37,246","1,853","1,404"
2014-06-28,"36,158","36,699",857,541
2014-06-29,"36,616","36,889",731,273
2014-06-30,"36,916","38,130","1,514","1,214"
2014-07-01,"36,595","38,381","1,465","1,786"
2014-07-02,"36,323","38,202","1,607","1,879"
2014-07-03,"35,938","38,251","1,928","2,313"
2014-07-04,"35,737","36,845",907,"1,108"
2014-07-05,"36,078","36,357",620,279
2014-07-06,"36,564","36,927",849,363
2014-07-07,"36,729","38,127","1,563","1,398"
2014-07-08,"36,455","38,280","1,551","1,825"
2014-07-09,"36,287","37,937","1,482","1,650"
2014-07-10,"36,385","38,160","1,873","1,775"
2014-07-11,"36,383","38,037","1,652","1,654"
2014-07-12,"36,638","37,087",704,449
2014-07-13,"36,856","37,120",482,264
2014-07-14,"37,106","38,340","1,484","1,234"
